feature,importance
medium_Illustrated book with ten woodcuts and one linoleum cut,4.5260886152897157e-07
medium_Toy jackalope and wood with stamped ink,4.525957990139199e-07
"medium_Etching, relief printed in black with red gouache additions and embossing",4.5223666928015087e-07
"medium_Painted and chromium-plated metal, polished aluminum, rubber, leather seat and rubber tires",4.520541336372313e-07
medium_Linoleum cut from an illustrated book with 51 linoleum cuts (including wrapper),4.515853809974024e-07
medium_DVD-R,4.5151296339764957e-07
medium_Halftone reproduction from an illustrated book with one woodcut and eleven halftone reproductions,4.5125444900996583e-07
medium_Chrome-plated tubular steel and cane,4.5023183813248784e-07
medium_Metal and wire mesh,4.4903596066790645e-07
"medium_Watercolor, pencil, and ink on paper",4.4889958025508573e-07
medium_Desk clock with inserted offset face,4.488561831940528e-07
medium_5 ball bearings in plastic tube,4.486519454757567e-07
"medium_Soft ground etching and drypoint, printed in color",4.484217235883657e-07
medium_80 black-and-white photographs by Moï Ver with photographically illustrated wrappers,4.4806972050698427e-07
"medium_Gelatin silver print, printed 1972",4.4754764516009716e-07
medium_Portfolio of twenty-three screenprints with letterpress,4.4737515244565994e-07
"medium_Folder containing ten collotype reproductions of manuscript notes, one with tape and two with pins",4.4667776773958144e-07
"medium_Linoleum cut on colored paper from an illustrated book with nine linoleum cuts, two collages (including cover), and rubber-stamped text",4.459486380587243e-07
"medium_Newspaper published as catalogue for The Wrong Gallery, New York",4.4590306112170437e-07
"medium_Plastic box with offset label, containing twenty-five offset cards",4.45879627809272e-07
medium_Chromogenic color print,4.45579675715837e-07
"medium_Cut-and-pasted printed paper and pencil on paper
",4.455215584310013e-07
medium_Plastic bag with sticker and two receipts,4.453540466044425e-07
medium_Album of 20 photogravures,4.4490611109363325e-07
medium_Offset lithograph and letterpress on perforated paper,4.4378846156462894e-07
medium_Pigment ink prints,4.4368908066550947e-07
medium_Porcelain-enameled steel,4.436791030500397e-07
"medium_Gelatin silver print, printed 2018-20",4.429590010334271e-07
"medium_Lift ground aquatint, printed in color",4.42947253701314e-07
"medium_Oak, oak veneer, beech, and deerskin seat",4.428885911215279e-07
"medium_Box containing offset, glass, and objects in various media",4.4245636380268124e-07
medium_Lithograph from an illustrated book with 109 lithographs and nine wood engravings,4.423080997020159e-07
medium_One from a portfolio of twenty-seven lithographs,4.422323389307186e-07
medium_Maple and leather,4.420903732478808e-07
medium_Recycled glass,4.4190337895354764e-07
"medium_Illustrated book with seven engravings, two with aquatint",4.4144207943871705e-07
"medium_Envelope with pencil additions, containing eight letterpress cards",4.411829378642623e-07
"medium_Linoleum cut with letterpress, printed in color",4.4057916527586405e-07
"medium_Oil, enamel, pencil, charcoal, and casein on board",4.4033228183801336e-07
"medium_Wool, rayon, and cotton",4.3992944130056713e-07
"medium_Gelatin silver print, printed 1961",4.394332707994195e-07
"medium_Steel blade, wood handle, and rawhide string",4.3937453299478373e-07
medium_Platinum/palladium print,4.3936426506919264e-07
"medium_Screenprint with four seed packets from a portfolio of six screenprints (one with four seed packets, one on plexiglass, and one with glitter additions)",4.3935080457557824e-07
"medium_Journal, offset printed with embossed cover",4.391923206740029e-07
medium_Photolithograph spread from Artforum page project,4.388293447124021e-07
medium_Linoleum cut and letterpress,4.384765859750044e-07
medium_Multiple of paint on plywood,4.384236952731004e-07
"medium_Illustrated book with cover (ink and gold leaf on canvas), scorched fabric, and ink and gold leaf on paper",4.3824831940542733e-07
"medium_Illustrated book with offset lithographs, seven volumes",4.379183146782042e-07
medium_Enamel on board,4.3788001382625e-07
"medium_Staple-bound book of half-tone photographs, 12 pages",4.3778961998121075e-07
medium_Colored pencil and tape on photocopied page,4.377288802830845e-07
"medium_Bakelite, aluminum, and cellulose film",4.376190377939246e-07
"medium_Chromogenic print, mounted and matted on board",4.3612432124469826e-07
"medium_Crayon, pencil, and cut-and-pasted paper on paper",4.361037755848076e-07
medium_Painted wood with printed journals,4.3606783394564864e-07
"medium_Series of five etchings with aquatint, drypoint, and engraving",4.358458719981894e-07
medium_Rosewood and chrome-plated steel,4.3565906409993455e-07
"medium_Graphite rubbing with screenprint from an illustrated book with twenty-eight graphite rubbings, fourteen with screenprint additions",4.353902095085347e-07
medium_Albumen silver print of photocollage,4.3517012810364956e-07
"medium_Ink, crayon, and pencil on paper",4.348663113667995e-07
"medium_Ink, watercolor, and charcoal on paper",4.342423657513956e-07
"medium_Gelatin silver prints, printed 1948",4.341406477185573e-07
medium_Artist's book of twelve photolithographs,4.3405323504077027e-07
medium_.a) Gouache and pencil on paper .b) Pencil on paper,4.3358234176173934e-07
medium_Letterpress (cover) and gravure,4.335487505411941e-07
medium_Pencil and beeswax on paper,4.3319571301500635e-07
medium_Canvas bag,4.317370452800296e-07
medium_Journal with lithograph and line block cover,4.313166527408312e-07
"medium_Nine videos (black and white and color, sound)",4.3131633878413655e-07
"medium_Carbon print, printed 1920",4.311340080604441e-07
"medium_Pen, ink, and cut-and-pasted printed paper on paper",4.3070954732681964e-07
medium_Iron,4.3031260060194434e-07
medium_Photoreproduction and eleven duplicate copies,4.2993112614897324e-07
medium_Multiple of straw and rabbit droppings,4.293839056652279e-07
medium_Etching from an illustrated book with four etchings (one with aquatint and engraving) and three engravings (one with drypoint),4.290920183421539e-07
medium_Infant one-piece,4.2891689098520356e-07
medium_Mixed media on panel,4.2883251274672505e-07
"medium_Cut-and-pasted colored paper with presstype, ink, felt-tip pen, and correction fluid on paper",4.286422925221357e-07
medium_Double-sided offset lithograph with ink and colored pencil additions,4.2857341691912724e-07
medium_Carton and plastic coating,4.283684030427881e-07
medium_Graphite on transparentized paper,4.2798856259873337e-07
"medium_Multiple of four photocopies, three gelatin silver prints, one line-block, one felt-tip pen drawing, and marble slab",4.275407538311082e-07
medium_Stencil on rubber tire,4.2751067798887445e-07
medium_Illustrated book with 31 line blocks and pochoirs,4.274589848225652e-07
"medium_Albumen silver prints of photographs and photocollages, printed announcement, and newspaper clipping",4.2683234093019563e-07
"medium_Charcoal, pencil, and colored pencil on paper",4.260773075903246e-07
"medium_Gouache, watercolor and pencil on paper",4.2578583217310513e-07
medium_Cotton and cellophane,4.254719294225987e-07
medium_Six-color lithograph on lead,4.2544214301335773e-07
"medium_Two videos (color, sound; 25 min. and 26 min.), projector, and monitor",4.254051130905474e-07
medium_94 double-sided offset cards,4.251502327177779e-07
"medium_Gouache, pencil, and stamped ink on colored card",4.2509489790901223e-07
medium_Woodcut with acrylic additions,4.250008506385377e-07
medium_Multiple of plexiglass and confetti,4.244386436951429e-07
"medium_Gelatin silver print, printed 1958",4.2396030768759053e-07
medium_Felt-tip pen and watercolor on paper,4.2320417063055167e-07
medium_Periodical with 10-inch vinyl record,4.230895721502011e-07
"medium_Etching from an illustrated book with nine etchings (three with drypoint, one with aquatint), six lithographs, and five drypoints (one with roulette)",4.2254560904418377e-07
medium_Portfolio of four screenprints,4.222149158604437e-07
"medium_Two color instant prints (Polacolor, spliced)",4.216124839538893e-07
"medium_Portfolio with three woodcuts, one lithograph with hand additions, and forty-two line block reproductions",4.214918936365892e-07
medium_Four albumen silver prints,4.213711133392193e-07
"medium_Plastic box with offset label, containing eleven commercial food labels",4.212409759732881e-07
"medium_Cut-and-pasted gelatin silver print on paper with ink on board
",4.2077616696305333e-07
medium_14 lift ground aquatints,4.207694824690211e-07
medium_Graphite on six sheets of paper,4.2068740510931204e-07
"medium_One of three notebooks with pencil, ink, watercolor, gouache, paint, crayon, thread, insect wings, and collage additions",4.2048372030253207e-07
"medium_Lithograph, printed in black and red from two stones
Paper/Support: wove, white",4.2043579595935483e-07
"medium_Impact styrene, styrene acryloitrile, and acetal",4.1967070412761384e-07
medium_Wood and metal,4.1937483312014367e-07
medium_Series of five lithographs,4.1929532788440213e-07
"medium_Attaché case, containing ten music boxes and board",4.192186189531503e-07
"medium_Chrome-plated tubular steel, canvas, and rubber straps",4.1907584648495213e-07
medium_Stone and paint,4.190246173863921e-07
"medium_Etching and aquatint with roulette, printed in black",4.1886361650128195e-07
"medium_Charcoal, oil, and varnish on grayboard",4.1843537016133227e-07
medium_Portfolio of twelve woodcuts and one woodcut cover,4.183501974124663e-07
"medium_Wire, wood legs, and padded fabric cushion",4.1833048520966233e-07
medium_Inkjet print on silk chiffon with wooden frame and black wall,4.1830685053301205e-07
medium_9 wood engravings: 5 printed in black and 4 printed in color,4.1821199983162154e-07
medium_inkjet print,4.1793615590247107e-07
medium_Offset lithograph with ballpoint pen and ink additions by George Maciunas and Rolf Jährling,4.1785962939644137e-07
medium_Series of twelve screenprints,4.177972888293405e-07
"medium_EX-LIBRIS FOR C. & P. SETON, MARK FOR SMITH GLASS, EX-LIBRIS FOR F. C. MITCHELL, EX-LIBRIS FOR DOROTHY KING, EX-LIBRIS FOR ALEX PAGE: 5 wood engravings, printed in color. EX-LIBRIS FOR LOUIS W. BLACK: Wood engraving, printed in black",4.1743492579379785e-07
medium_4 lithographs,4.1670646636658995e-07
medium_Photo-lithograph (probably offset-collotype) after a charcoal (?) drawing,4.1661251328692726e-07
medium_Collaged book pages on printed book-cover board,4.163744900639907e-07
"medium_Linoleum cuts, printed in black (a) and black and brick (b)",4.1632719665439284e-07
medium_Handmade paper relief,4.1601905717265317e-07
"medium_Ghanaian cloth, dye sublimation prints, and ephemera",4.156258027527017e-07
"medium_Woodcut, overworked in black ink and opaque white",4.151082189365332e-07
medium_Gouache and pencil on paper on board,4.1498695293845527e-07
medium_Encaustic on cardboard,4.1461368054001997e-07
medium_One from a portfolio of sixteen etching and aquatints,4.1456146768868565e-07
medium_Etching and roulette,4.1406705593714096e-07
"medium_Cut-and-pasted paper and printed paper, watercolor, and crayon on paper",4.136616397590445e-07
medium_Magazine with one loose digital print with rubber stamp additions,4.1360800957599615e-07
medium_Albumen silver print of illustration,4.134893776334395e-07
medium_Felted merino wool and mannequin,4.131652517055485e-07
"medium_Newspaper, plastic, and plastic twine",4.128942944527507e-07
medium_Cut-and-pasted gelatin silver print with presstype on paper with felt-tip pen and ink,4.1284906042426745e-07
"medium_Silver-plated metal, glass, and wood",4.1272362762024335e-07
medium_One from a portfolio of twenty screenprints (two with lithograph),4.125653316392337e-07
medium_PVC and machined aluminum,4.1245872717554707e-07
medium_Illustrated book with two aquatints,4.12333734114138e-07
medium_Oil and wood on composition board,4.1166060655146625e-07
medium_Silver-plated and oxidized silver-plated brass,4.114342769334265e-07
"medium_Periodical with three woodcuts and one linoleum cut; cover by Hans Richter, additional prints by Josef Capek, Wilhelm Schuler, and Hilla Rebay von Ehrenwiesen",4.108482816792471e-07
"medium_Painted wood, brass and steel",4.10712278359462e-07
"medium_Iron, steel mesh, and rubber",4.106920161111461e-07
medium_Woven cotton and wool,4.1061542526328826e-07
"medium_Line etching, drypoint, sandpaper, and soft-ground etching with the imprint of laid paper and Ziegler's transfer paper on chine collé",4.1053476369906363e-07
"medium_11 drawings, ink on polar coordinate paper",4.099734452971367e-07
"medium_Gouache, pencil, stamped ink, and colored pencil on colored card",4.0976021946846103e-07
"medium_laser printout, printed in black ink and handwritten in pencil on white paper",4.0975401520993265e-07
"medium_200 photolithographic reproductions after 100 drawings (including title page), printed positive on rectos and negative on versos",4.097476601046897e-07
"medium_Pl. 175: Wood engraving, printed in black. Pl. 176: Wood engraving, printed in color",4.096811211593404e-07
"medium_Photogravure, screenprint, laser-cut, pomade",4.0946807506293273e-07
"medium_Lithograph, printed in black, letterpress in color",4.09140577765518e-07
medium_Lithograph (off-set),4.089290801468217e-07
medium_One from an illustrated book with twenty-six screenprints,4.085579236794076e-07
"medium_Ink, crayon and opaque watercolor on paper",4.083635844896929e-07
medium_Transfer drawing with colored pencil on paper,4.0782184592217496e-07
medium_Lighter,4.075881553985121e-07
"medium_Three Atari 2600 consoles, self-manufactured Atari cartridges, joysticks, cathode-ray tube monitors, modular furniture, and beanbag chairs",4.0744824220419533e-07
medium_One from a series of twelve screenprints,4.0731958340595737e-07
"medium_Vinyl and satin case, containing objects in various media",4.064033251819648e-07
"medium_Letter box with ceramic letters, zinc sheet painted and plaster letters",4.0630186871170374e-07
medium_Lithograph and pochoir,4.0468502052727324e-07
medium_Four lithographs on one folded sheet,4.0420942575097006e-07
"medium_Periodical with reproduction on cover and five woodcuts by Lisa Pasedag, Franz Wilhelm Seiwert, Wilhelm Schuler, Erich Goldbaum, and Erich Gehre",4.041958472330964e-07
medium_Pencil and ink on transparentized paper,4.0412369866960317e-07
medium_Illustrated book with fifty lithographs and one supplementary crayon drawing,4.0402210202037494e-07
"medium_Six drawings: pencil, ink, and watercolor on paper",4.0398656172113344e-07
"medium_Watercolor and pencil from a portfolio of five etchings (one with aquatint), three duplicated drawings (two watercolor on paper and one crayon on paper), one collage, one engraving, and one gelatin silver print",4.038764654003847e-07
medium_Digital video,4.038036209015126e-07
"medium_Woodcut with ink additions from an illustrated book with 12 etchings (11 with aquatint), two drawings, and one woodcut with ink additions (including dust jacket and solander box)",4.031657059570316e-07
medium_24 photos,4.030560694667224e-07
medium_Drypoint and roulette,4.0284530439027027e-07
medium_Book of eighteen leaves of wallpaper with fourteen letterpress poems and three relief-printed illustrations,4.027920464098558e-07
medium_Felt-tip pen on graph paper,4.026314119857089e-07
"medium_TIGER AND LAMB, MOSQUITO, OWLS: 3 linoleum cuts, printed in black. BACON'S BOAR, PRAYING MANTIS: 2 linoleum cuts, printed in color",4.0234060057019886e-07
medium_Cover: offset photolithograph; interior: gravure,4.014482802893808e-07
medium_Stamped ink on card,4.013797795156675e-07
medium_Multiple of lycra tulle and polypropylene pellets,4.013775664868961e-07
"medium_Cut-and-pasted printed papers, spray paint, and pencil on 153 sheets",4.0127397518798087e-07
medium_Photoengraving from an iIllustrated book with eight photoengravings,4.0101295154075433e-07
medium_Cast aluminum and steel wire,4.008453068421721e-07
"medium_Etching and soft ground etching, printed in black with red gouache additions, preceded by page with 2 hand-cut windows and embossing",4.007289553101765e-07
"medium_Plastic box with photocopy label, containing two photocopies",4.0056416101183696e-07
"medium_Gouache, watercolor, pencil, and ink on paper",3.998436320031676e-07
medium_34 etchings and wood engraved publisher's device,3.9972569145153874e-07
medium_Various media,3.994869669576659e-07
medium_Superman costume with knee pads,3.9887017702818706e-07
medium_Plastic on plywood base with metal pedestal,3.9878939064755213e-07
medium_Powdered graphite on three sheets of paper,3.9873571678177664e-07
"medium_Plastic box with offset label, containing dry pasta",3.9857574047109613e-07
"medium_Conté crayon, crayon, and pencil on paper",3.985742048971506e-07
"medium_Soft ground etching and aquatint, printed in black",3.983306858571676e-07
medium_85 line block reproductions after wood engravings or pen and ink drawings,3.981568676527839e-07
medium_Horsehair and gimpe,3.9792654573292875e-07
medium_Artist's book of cut newspapers,3.9787866083342205e-07
medium_Felt tip pen and colored pencil on tracing paper,3.97843834312892e-07
medium_Bronze and magnetic top,3.978217076094678e-07
"medium_Engraving from an illustrated book with twenty engravings, ten aquatints (one with drypoint), one drypoint, and one etching (including wrapper front)",3.9768776013458637e-07
medium_Gouache and watercolor on paperboard,3.97637109716073e-07
"medium_Silicone polymer, colormetric chemical reagents",3.973812070986432e-07
medium_Lithograph with chine collé from a portfolio of 13 lithographs (12 with chine collé),3.973234947926682e-07
medium_Aquatint from a portfolio of eleven aquatints (seven with etching) and one etching,3.9706135922819294e-07
medium_Cut-and-pasted printed papers and ink on paper,3.9657506932392554e-07
"medium_Offset lithograph from an illustrated book with suite of three screenprints, two offset lithographs, and one etching",3.9643206226160795e-07
medium_Stamped ink and offset on colored paper,3.963451470759539e-07
medium_Cotton and polyester bra,3.962014153187195e-07
"medium_Black cloth cover with metal relief mounted on front; 2 lithographed illustrations on endpapers; 1 die-cut illustration with fabric collage illustration on verso, and photographic and photomontage illustrations, printed in lithography, letterpress, and photogravure, throughout",3.961647101953437e-07
"medium_Plastic box with photocopy label, containing photocopy",3.954833301726067e-07
"medium_Aquatint on two plates, printed in black and color",3.9507584642037603e-07
medium_Stamped ink on postcard,3.9471499720853193e-07
medium_Ceramic and steel,3.9462240709865543e-07
medium_Multiple of bronze,3.946005762213251e-07
"medium_Artist’s book, screenprinted and digitally printed",3.9449909294070387e-07
medium_Folder containing five collotype reproductions of manuscript notes,3.9443502661734544e-07
medium_Laminated corrugated fiberboard,3.9442353574403773e-07
medium_One from an illustrated book with sixteen lithographs (including wrapper and eight head and tailpieces) and sixteen line block ornaments,3.941588112840974e-07
medium_Thermoplastic resin and ABS polymer,3.9403868246106305e-07
medium_Portfolio of five etchings with drypoint,3.9381920040057514e-07
medium_Invitation flyer,3.9373187346812757e-07
"medium_Conté crayon, pencil, and pen and brush and ink on paper",3.9365698653340795e-07
medium_Two postage stamps,3.9358362616865954e-07
"medium_Gouache, charcoal, and ink on paper",3.9329777697988587e-07
"medium_Etching and soft ground etching, printed in black with red gouache additions, preceded by page with hand-cut window and embossing",3.926773676285992e-07
"medium_Metallic paint, painted wood, and pencil on board",3.9261587580430024e-07
medium_One from a bound album of nine etching and aquatints with chine collé,3.926013532597811e-07
"medium_Plastic box with offset label, containing plastic bag, drill bit, rope, three matches, rusty nail, needle, electrical plug, razor blade, glass vial with liquid, and one pill",3.925085377695939e-07
"medium_Nickel plated iron, welded",3.919691014841853e-07
"medium_One from a portfolio of forty-seven offset lithographs, mounted on board",3.9129630596503714e-07
medium_Offset lithograph with presstype,3.91055197156545e-07
"medium_Two daguerreotypes, one-quarter plate (hand-tinted), in a double plastic case",3.9099167011849695e-07
"medium_Roulette, etching and drypoint, printed in color and black",3.9013291208665993e-07
medium_Carbon pencil and chalk on gray paper,3.898959966822682e-07
medium_Cut-and-pasted colored paper and pencil on paper,3.8975683708444927e-07
medium_Deluxe edition journal,3.8973750657819094e-07
medium_Gesso and oil on canvas,3.8961586477975153e-07
"medium_Pencil, graphite powder, and pressure-sensitive tape on four sheets of paper",3.8870076718320233e-07
"medium_Portfolio of twenty-three screenprinted, one Xeroxed and four offset posters",3.886005400861046e-07
medium_Inkless intaglio with paper collage additions,3.882773070130643e-07
"medium_Oak, plywood, copper and aluminum",3.8818939208942e-07
"medium_Plastic grid, 24 plastic balls, and four rubber pieces",3.880349376132626e-07
medium_Black basalt with glazed interior,3.879751841575919e-07
"medium_Lithograph with collage additions from a portfolio of six lithographs, two with collage additions",3.8771894008681844e-07
medium_Metal plate with fingerprints,3.8625325255253796e-07
medium_Foamcore and paper,3.8582372236818833e-07
medium_Tulipwood,3.857300634964116e-07
medium_Tempura-fried watch in glass jar,3.855001135275116e-07
medium_Copper,3.854713476249514e-07
medium_Oil and cord on canvas,3.853148538889425e-07
medium_Oil and collage on canvas,3.8522320194419056e-07
"medium_Eight-channel video (color, silent)",3.8495217536863326e-07
medium_Charcoal on yellow tracing paper,3.847708281938003e-07
medium_Letterpress with gelatin silver print,3.847201523747526e-07
medium_One from an illustrated book with thirteen woodcuts,3.845342120834663e-07
medium_Iink and tempera on paper,3.8441955296452305e-07
"medium_Etching, aquatint, and engraving from an illustrated book with thirteen etchings (some with aquatint, engraving, drypoint, and embossing), one engraving, and one aquatint",3.8424321917527175e-07
"medium_Gelatin silver printing-out-paper print, printed 1966-67",3.841161959399099e-07
"medium_Mimeograph, cigarette papers, and pressure-sensitive tape on paper",3.839090076383018e-07
medium_Cut-and-pasted gelatin silver prints with pressure-sensitive tape and presstype on paper,3.8365534297895486e-07
medium_Plated-steel wire with glass beads,3.836210463022423e-07
medium_Aquatint from an illustrated book with four aquatints (three with etching),3.833995960051087e-07
"medium_One from a portfolio of ten etching, aquatint and drypoints with chine collé; and twelve letterpress prints with artist's text",3.8328149415326764e-07
medium_Lithograph and etching,3.827375793682723e-07
"medium_Etching and soft ground etching, printed in black",3.8184314193450445e-07
"medium_Redwood, aluminum, and cast-iron",3.8163134492561586e-07
medium_Ink and collage on board,3.814915927593853e-07
medium_Pencil on white poster board covered with cellophane,3.814027015655953e-07
medium_Cotton on canvas in historical frame,3.8138738529640747e-07
"medium_Woodcut title page from a portfolio of twelve woodcuts, one woodcut title page, one woodcut table of contents, one supplementary woodcut and one woodcut colophon",3.8129388341218333e-07
medium_Cotton and acetate,3.8120996923227597e-07
medium_Periodical with reproduction on cover and two woodcuts by Karl Schmidt-Rottluff and F.K.,3.8099111882477647e-07
medium_One from an illustrated book with six soft ground etching and aquatints (one with roulette) and one soft ground etching,3.8081344770590174e-07
medium_Pottery,3.804616921663953e-07
"medium_Airbrushed gouache, colored ink, and pencil on paperboard",3.804430857497576e-07
medium_Bromoil print,3.79828829488995e-07
"medium_One screenprint and lithograph from a portfolio of twelve screenprint and lithographs and one woodcut on fabric
",3.798002787285661e-07
"medium_Ten-channel 4K video and 35mm film transferred to high-definition video (color, sound; 28:46 min.) and ten projection screens
",3.792945801822912e-07
medium_Platinum/Palladium print,3.786538972531695e-07
medium_Aquatint and drypoint from an illustrated book with thirty-one aquatints,3.786187922492113e-07
medium_Felt-tipped pen on tracing paper,3.784488993067101e-07
"medium_Ballpoint pen, felt-tip pen, and pencil on paper, with audio recording",3.7821957496073224e-07
"medium_Periodical with nine woodcuts; cover by Katharina Heise (Karl Luis Heinrich-Salze), additional prints by Otto Beyer, Katharina Heise (Karl Luis Heinrich-Salze), Karl Jacob Hirsch, Augusta von Zitzewitz, Willi Zierath, Marie Rosalie (Mitzi) Friedmann-Otten, and Georg Tappert",3.78135792291792e-07
"medium_Offset lithograph with stamp additions from an artist's book, offset printed with collage, stamp, gouache, pencil, and ink additions",3.7797497285144157e-07
"medium_Silk, wool, and cotton",3.777567827305565e-07
medium_Exhibition booklet,3.777013621116676e-07
medium_Set of 8 compositions: all engravings with hand additions,3.77639794736798e-07
medium_Computer output on paper,3.7759207121133983e-07
medium_One from a series of five screenprints with gold leaf,3.775802765114527e-07
"medium_One collage with pen and ink (The Black Garden, frontispiece) and reproductions of photographs",3.7742156201183554e-07
medium_Two artist's books,3.774154979230936e-07
medium_Stencil print,3.7733978757895807e-07
"medium_Sealed cardboard box, containing unknown contents",3.7722719161127083e-07
medium_Offset cards,3.7706498844429324e-07
medium_3D printed plastic,3.77026515693281e-07
"medium_Five-channel standard-definition video transferred to high-definition video (color, sound) with mirror, wood, and rear-projection screen",3.7694373856617826e-07
medium_Composite printing,3.7686866585432906e-07
"medium_Two synchronized 35mm anamorphic color films, optical sound, with a running time of exactly 1 hour, continuous loop synched to start on the hour",3.767881900397933e-07
medium_Etching from a portfolio of fourteen etchings with chine collé; and one letterpress print with artist's text,3.766417834310032e-07
medium_Cut-and-pasted printed paper and gelatin silver prints on postcard with ink and stamped ink,3.7651244988450194e-07
medium_Plastic box with offset label containing objects in various media,3.7649103280940276e-07
medium_Portfolio of twelve etching and aquatints with chine collé; and sixteen letterpress prints with artist's text,3.7570383478465447e-07
medium_Screenprint with collage additions,3.7558106750992594e-07
medium_Woven plant fiber,3.7554587121767847e-07
medium_One from a series of eighty-two photocopies,3.751365894015133e-07
medium_Chromogenic color prints on album page,3.75111804353677e-07
medium_Multiple of cloth bow-tie and plastic bag,3.7504262048762604e-07
medium_Conté crayon and pastel on paper,3.74945111658669e-07
"medium_Interactive installation, incandescent light bulbs, voltage controllers, heart rate sensors, computer, and metal",3.7481406921025724e-07
"medium_Watercolor, felt-tip pen, ink, and pencil on transparentized paper",3.747552058456115e-07
medium_Lithographic tusche drawing,3.7472561793422303e-07
medium_Rosewood,3.745966021079273e-07
medium_Screenprint with collage addition,3.7435137363809503e-07
"medium_Double cloth, gold gimp, saran, and plexiglass",3.7426029645950466e-07
medium_Chipboard 8 mm with melamine Taiga Glans and construction wood,3.741603141807428e-07
"medium_Artist book, printed in black ink",3.7398686075612876e-07
medium_Oil on gesso on board,3.738308133332058e-07
"medium_Etching and aquatint from an illustrated book with nine etchings (two with aquatint, one with aquatint and drypoint), two engravings, one aquatint, one drypoint, and one woodcut",3.7381690382268073e-07
medium_Ballpoint pen on graph paper,3.737302640394486e-07
medium_Paper shade and metal stand,3.7288200217810355e-07
"medium_Scroll with digital printing, lithography, chine collé and screenprint",3.7267571727252147e-07
medium_One from a series of eleven lithographs,3.72557558779209e-07
"medium_Video (color, sound; 11 min.) and C-print",3.7243371888573345e-07
medium_Illustrated book with six etchings and four woodcuts (including wrapper),3.723964401306444e-07
medium_One from a portfolio of thirteen engravings,3.7208039928572083e-07
"medium_Leather valise containing miniature replicas, photographs, color reproductions of works by Duchamp, and one ""original"" drawing [Large Glass, collotype on celluloid, 7 1/2 x 9 1/2"" (19 x 23.5 cm)]",3.7126007538587026e-07
medium_Crayon on colored paper,3.70939500453835e-07
medium_Photolithograph on imitation snakeskin paper,3.70871326692479e-07
medium_Multiple of silicone rubber,3.7083083738020303e-07
medium_Color and graphite on tracing paper,3.7044192875752796e-07
"medium_Etching and drypoint from an illustrated book with twelve etchings (two with aquatint, two with drypoint, one with aquatint and drypoint) and one drypoint",3.700425648318068e-07
medium_One from a portfolio of 23 lithographs on chine appliqué,3.699351941806393e-07
medium_Ballpoint pen on notebook paper,3.699108672748235e-07
medium_6 line block reproductions after ink drawings (including title page and duplicate on cover),3.6924620310823947e-07
"medium_Gelatin silver print, printed 1988",3.692014950976569e-07
"medium_Paint, wood, nails, threads, and cloth",3.686213102705429e-07
medium_Illustrated book with thirty lithographs,3.685251189789092e-07
medium_Butt floss,3.68369452365935e-07
medium_Oil and pastel on paper,3.680739316340213e-07
medium_Ferrotype,3.68036930233559e-07
medium_Ink and pencil on paperboard,3.680006284564052e-07
medium_119 double-sided offset cards,3.6797625763565335e-07
medium_Plastic and stainless steel,3.678019997986755e-07
medium_Multiple of leaded glass and wooden box,3.677719051970842e-07
medium_Linoleum cut with typeset text,3.6760616243397976e-07
"medium_Soft ground with the imprint of laid paper and Ziegler’s transfer paper, overworked with charcoal",3.6750615529576253e-07
medium_Felt-tip pen and colored ink on graph paper,3.668537650892923e-07
"medium_Series of ten monoprints with lithograph, woodcut, screenprint, and digital print, with ink, acrylic, and collage additions",3.6663006541544204e-07
"medium_Seven volumes, quarto; gravure plates. An abundance of fold-outs, gate-folds, and accordion folds, collages, and cut-outs; printed on a variety of paper types. Six separately bound books in wrappers, each numbered one to six and with its own photographic images and embossed designs on the cover. One folder labeled ""seven"" with fold-out map laid in. Photographically illustrated canvas slipcase",3.6654575070289266e-07
"medium_Periodical with six woodcuts; cover by Otto Freundlich, additional prints by Ottheinrich Strohmeyer, Josef Capek, Heinrich Hoerle, Katharina Heise (Karl Luis Heinrich-Salze), and Karl Jacob Hirsch",3.660722413842191e-07
"medium_Crayon, charcoal, and graphite on tracing paper",3.66017473538997e-07
medium_Color pencil (blue and black) on note paper,3.6525016091016985e-07
"medium_Plastic box with offset label, containing offset envelope, 97 cards, and ""Nutbone""",3.650082904025575e-07
medium_Acrylic and pressure-sensitive tape on cut-and-stapled paper,3.6493425140519445e-07
medium_Painted wood with letterpress label,3.646754289077866e-07
medium_Illustrated book with 100 offset lithograph reproductions,3.6467455799732614e-07
medium_Felt-tip pen on printed paper with pressure-sensitive tape on cut paper,3.646454722471983e-07
medium_Eighty 35mm black and white and color slides (continuous loop) and Kodak carousel slide projector,3.6431616778270714e-07
medium_Linoleum cut and screenprint,3.643139955110695e-07
medium_Graphite and airbrush on paper,3.6414538172504757e-07
medium_Linen and cellophane,3.6400096956633777e-07
medium_Stencil over gouache from an illustrated book with eight woodcuts (one with collagraph) and two stencils (one over gouache),3.638780004385609e-07
medium_Periodical with screenprinted cover and two gelatin silver prints,3.638040602966699e-07
medium_Artist's book of cut offset sheets,3.632727211323505e-07
"medium_Plastic box with offset label, containing wooden beads, strings, and typewriting on card",3.632691444237132e-07
"medium_Microfilm, paper, lurex, mylar, and threads",3.6309247396094504e-07
medium_Electronic components,3.629235228303637e-07
medium_Fabric illustrated book with 35 compositions: 30 fabric collages and 5 lithographs (including cover),3.628214374194402e-07
medium_Portfolio cover from a portfolio of thirty-one screenprints,3.6276629325289435e-07
